id,text,label
"2529", "Karanlýk ortamda telefon kullanmak göz yorgunluðunu artýrýr.", "bilgi"
"2530", "Gül kokusu bazý kiþilerde rahatlatýcý etki yaratýr.", "bilgi"
"2531", "Evcil hayvan sahibi olmak yalnýzlýk hissini azaltabilir.", "bilgi"
"2532", "Ay’ýn karanlýk yüzü aslýnda sürekli karanlýk deðildir.", "bilgi"
"2533", "Bazý insanlar saðlýklý beslense de genetik nedeniyle kilo veremez.", "bilgi"
"2534", "En çok kitap okunan ülkelerden biri Finlandiya’dýr.", "bilgi"
"2535", "Kýrmýzý ýþýkta daha az melatonin baskýlanýr.", "bilgi"
"2536", "Telefonu uçak moduna almak pil ömrünü uzatabilir.", "bilgi"
"2537", "Bazý insanlar karýn doyurmaktan çok sosyalleþmek için yemek yer.", "bilgi"
"2538", "Orman yürüyüþleri zihinsel rahatlamaya katký saðlayabilir.", "bilgi"
"2539", "Birçok insan hafif arka plan sesiyle daha iyi çalýþýr.", "bilgi"
"2540", "Bazý balýklar suyun dýþýndaki sesleri de algýlayabilir.", "bilgi"
"2541", "Rüyalar genellikle uyanmaya yakýn safhada görülür.", "bilgi"
"2542", "Bitkiler klasik müzikle daha hýzlý büyüyebilir diyen çalýþmalar vardýr.", "bilgi"
"2543", "Köpekler sahiplerinin kokusunu aylar sonra bile tanýyabilir.", "bilgi"
"2544", "Yemekten sonra yürüyüþ yapmak sindirimi kolaylaþtýrabilir.", "bilgi"
"2545", "Bazý ülkelerde insanlar öðlen kýsa süreli uyku molasý verir.", "bilgi"
"2546", "Beynin sað lobu yaratýcý faaliyetlerde daha aktiftir.", "bilgi"
"2547", "Küçük adýmlarla yapýlan alýþkanlýk deðiþimleri daha kalýcý olur.", "bilgi"
"2548", "Çoðu insan duþ sýrasýnda sorunlara çözüm bulur.", "bilgi"
"2549", "Ýnsanlar sabahlarý daha dürüst olma eðilimindedir.", "bilgi"
"2550", "Gökyüzü mavi görünür çünkü kýsa dalga boylu ýþýk daha fazla daðýlýr.", "bilgi"
"2551", "Kargom bir haftadýr daðýtýmda ama hala teslim edilmedi.", "þikayet"
"2552", "Uygulama sürekli çöküyor iþlem yapamýyorum.", "þikayet"
"2553", "Ýnternetteki fiyatla maðazadaki fiyat tutmuyor nedenini kimse açýklamýyor.", "þikayet"
"2554", "Her sabah iþe giderken metroda aþýrý kalabalýk oluyor.", "þikayet"
"2555", "Kredi kartýma yansýtýlan ek ücretleri anlayamýyorum.", "þikayet"
"2556", "Telefonun bataryasý çok hýzlý bitiyor bir günü bile çýkarmýyor.", "þikayet"
"2557", "Siteye üye oldum ama aktivasyon e-postasý hala gelmedi.", "þikayet"
"2558", "Restorandaki servis çok yavaþtý yemeðim soðuk geldi.", "þikayet"
"2559", "Kargom kýrýk geldi müþteri hizmetleri dönüþ yapmadý.", "þikayet"
"2560", "Her hafta sonu internet baðlantýsý kesiliyor.", "þikayet"
"2561", "Evde sýcak su sürekli kesiliyor.", "þikayet"
"2562", "Otobüs saatlerine hiç uyulmuyor.", "þikayet"
"2563", "Online derste ses sürekli kesiliyor ders verimli geçmiyor.", "þikayet"
"2564", "Sipariþ verdiðim ürün yerine baþka bir þey gönderilmiþ.", "þikayet"
"2565", "Kaldýðým otelin odasý görsellerle hiç uyuþmuyordu.", "þikayet"
"2566", "Marketten aldýðým ürünün son kullanma tarihi geçmiþti.", "þikayet"
"2567", "Komþum gece geç saatlere kadar yüksek sesle müzik dinliyor.", "þikayet"
"2568", "Konsere gittiðimde oturma düzeni çok karýþýktý.", "þikayet"
"2569", "Havaalanýnda bagajým kayboldu kimse ilgilenmedi.", "þikayet"
"2570", "Çalýþtýðým yerde fazla mesailer ücretlendirilmeden geçiyor.", "þikayet"
"2571", "Yolda her sabah ayný yerde trafik sýkýþýklýðý yaþanýyor.", "þikayet"
"2572", "Kütüphanede sürekli sessizlik ihlal ediliyor.", "þikayet"
"2573", "Gelen elektrik faturasý anormal derecede yüksek.", "þikayet"
"2574", "Aradýðým müþteri hizmetlerine baðlanmam 20 dakikadan fazla sürdü.", "þikayet"
"2575", "Kapýda ödeme seçeneði olmasýna raðmen sipariþim iptal edildi.", "þikayet"
"2576", "Park yeri bulmak neredeyse imkânsýz hale geldi.", "þikayet"
"2577", "Telefonun ekraný dokunmalara geç tepki veriyor.", "þikayet"
"2578", "Online alýþveriþte ürün açýklamalarý çok yetersiz.", "þikayet"
"2579", "Klima çalýþýyor ama yeterince soðutmuyor.", "þikayet"
"2580", "Ofiste internet baðlantýsý sürekli kopuyor.", "þikayet"
"2581", "Kaldýðým otelin sabah kahvaltýsý çok yetersizdi.", "þikayet"
"2582", "Yeni aldýðým ayakkabý daha ilk günden ayaðýmý vurdu.", "þikayet"
"2583", "Belediye çöpleri zamanýnda toplamýyor.", "þikayet"
"2584", "Spor salonundaki makineler sürekli bozuk.", "þikayet"
"2585", "Mobil uygulama çok fazla reklam gösteriyor.", "þikayet"
"2586", "Yeni alýnan cihaz çok sesli çalýþýyor.", "þikayet"
"2587", "Banka uygulamasý gün boyunca eriþilemedi.", "þikayet"
"2588", "Randevu almak için saatlerce telefonda beklemek zorunda kalýyorum.", "þikayet"
"2589", "Yemek sipariþim eksik geldi ve kimse telafi etmedi.", "þikayet"
"2590", "Kütüphanede klima çalýþmýyor ortam çok sýcak.", "þikayet"
"2591", "Ürünü iade etmek istedim ama süreç çok karmaþýktý.", "þikayet"
"2592", "Evimde rutubet problemi var yetkililer ilgilenmiyor.", "þikayet"
"2593", "Çalýþtýðým þirkette sürekli fazla iþ yükü var.", "þikayet"
"2594", "Aldýðým telefonun kamerasý reklamda gösterildiði kadar iyi deðil.", "þikayet"
"2595", "Yol çalýþmalarý sürekli erteleniyor tozdan yürünmüyor.", "þikayet"
"2596", "Yeni gelen öðretmen hiç derse zamanýnda baþlamýyor.", "þikayet"
"2597", "Apartmandaki asansör haftalardýr çalýþmýyor.", "þikayet"
"2598", "Televizyon sürekli donuyor ve kanal deðiþmiyor.", "þikayet"
"2599", "Online etkinliklerde sürekli baðlantý sorunlarý yaþanýyor.", "þikayet"
"2600", "Faturalarý otomatik ödemeye açtým ama yine de kesinti oldu.", "þikayet"
"2601", "Yine kesinti oldu.", "þikayet"
"2602", "Yine elektrikler kesildi.", "þikayet"
"2603", "Yine sular kesildi.", "þikayet"
"2604", "Orada sular kesilmiþ.", "þikayet"
"2605", "Orada elektrikler kesilmiþ.", "þikayet"
"2606", "Motora benzin almaya geldik.", "bilgi"
"2607", "Benzin almaya geldik.", "bilgi"
"2608", "Benzin alacaðýz.", "bilgi"
"2609", "Su alacaðýz.", "bilgi"
"2610", "Yiyecek bir þeyler alacaðýz.", "bilgi"
"2611", "Her yere beni göndermelerinden sýkýldým.", "þikayet"
"2612", "Her yere beni göndermeleri baydý artýk.", "þikayet"
"2613", "Bir þeyler alacaðýz.", "bilgi"
"2614", "Oraya uðrayacaðýz.", "bilgi"
"2615", "Geleceðiz.", "bilgi"
"2616", "Yoldayýz.", "bilgi"
"2617", "Geçen gece ki futbol maçý çok kötüydü.", "þikayet"
"2618", "Maç çok kötüydü.", "þikayet"
"2619", "Gece olan maç çok kötüydü.", "þikayet"
"2620", "22-23 halý saha var.", "bilgi"
"2621", "Halý saha zemini çok kötüydü.", "þikayet"
"2622", "Onun yüzünden iþlerim aksadý.", "þikayet"
"2623", "Hareketleri beni býktýrdý.", "þikayet"
"2624", "Söylemlerinden gýna geldi.", "þikayet"
"2625", "Beni býktýrdý.", "þikayet"
"2626", "Beni býktýrdýn.", "þikayet"
"2627", "O iþin sarkmasýndan dolayý kendi iþlerim aksadý.", "þikayet"
"2628", "Onu býktýrdýn.", "þikayet"
"2629", "Bizi býktýrdýn.", "þikayet"
"2630", "Bu durum yetti artýk!", "þikayet"
"2631", "Yetti artýk!", "þikayet"
"2632", "Yeter artýk!", "þikayet"
"2633", "Bu kadarý fazla!", "þikayet"
"2634", "Bu kadarý yetti!", "þikayet"
"2635", "Yaptýklarýndan rahatsýz bile deðiller.", "þikayet"
"2636", "Rahatsýz bile deðiller.", "þikayet"
"2637", "Durumdan rahatsýz bile deðiller.", "þikayet"
"2638", "Drive Booster sürücülerinizi güncellemenizi saðlayan bir programdýr.", "bilgi"
"2639", "Drive Booster'da bazý sürücüleri güncellemek için PRO üyelik gerekmektedir.", "bilgi"
"2640", "2CELLOS Michael Jackson þarkýlarýný Çello müzik aletiyle müzikal olarak çalmýþ bir gruptur.", "bilgi"
"2641", "Çello telli bir müzik aletidir.", "bilgi"
"2642", "2CELLOS 2016'da Verona'da verdiði konserde Michael Jackson'ýn þarkýlarýna da yer vermiþtir.", "bilgi"
"2643", "2CELLOS 2016'da verdiði Verona'da verdiði konserde Michael Jackson'ýn Smooth Criminal ve They Don't Care About Us þarkýlarýna yer vermiþtir.", "bilgi"
"2644", "2CELLOS 2016'da Verona'da They Don't Care About Us ve Smooth Criminal þarkýlarýný da çalmýþtýr.", "bilgi"
"2645", "2CELLOS'un resmi YouTube kanalýna göre Verona konserinin yayýnlanma tarihleri 2017-2018 gözükmektedir.", "bilgi"
"2646", "2CELLOS'un Verona konseri 2016'da olmuþtur.", "bilgi"
"2647", "'Smooth Criminal' þarkýsý Michael Jackson'a aittir.", "bilgi"
"2648", "'Thet Don't Care About Us' þarkýsý Michael Jackson'a aittir.", "bilgi"
"2649", "'Sarý Çizmeli Mehmet Aða' þarkýsý Barýþ Manço'ya aittir.", "bilgi"
"2650", "'Nane Limon Kabuðu' þarkýsý Barýþ Manço'ya aittir.", "bilgi"
"2651", "'Domates Biber Patlýcan' þarkýsý Barýþ Manço'ya aittir.", "bilgi"
"2652", "'Bal Böceði' þarkýsý Barýþ Manço'ya aittir.", "bilgi"
"2653", "Vazospazm arteriyel yapýda spazm sonucu vazokonstriksiyon oluþmasýný ifade etmektedir.", "bilgi"
"2654", "Artiyel yapýda spazm sonucu vazokonstriksiyon oluþmasýna Vazospazm denir.", "bilgi"
"2655", "Çok kötü gitar çalýyor.", "þikayet"
"2656", "Kemandan çýkan ses çok fazla kulaðýmý týrlamýyor.", "þikayet"
"2657", "Ses çok fazla kulaðýmý týrlamýyor.", "þikayet"
"2658", "Ses çok kötü.", "þikayet"
"2659", "O kadar kötü ki sesi resmen kulaðým kanadý.", "þikayet"
"2660", "Kulaðým kanadý resmen o nasýl bir ses?", "þikayet"
"2661", "Melodram eski Yunan trajedilerinde koro baþýyla bir oyuncu arasýnda yer alan þarkýlý konuþma.", "bilgi"
"2662", "Melodram oyuncularýn müzik eþliðinde sahneye girip çýktýklarý bir oyun türü.", "bilgi"
"2663", "Beyin kanamasý geçiren hastaya yapýlan ilk tedavi kafatasý içinde biriken fazla kaný tahliye etmek ve yýrtýlmýþ kanayan anevrizmayý kapatmaktýr.", "bilgi"
"2664", "Beyin kanamasý tedavisinde ilk tedavi fazla kaný tahliye etmektir.", "bilgi"
"2665", "Beyin kanamasý durumunda fazla kan tahliyesinden sonra yýrtýlmýþ kanayan anevrizma kapatýlýr.", "bilgi"
"2666", "Beyin kanamasý durumunda yýrtýlmýþ kanayan anevrizma kapatýlýr.", "bilgi"
"2667", "Bana olaylarý anlattý.", "bilgi"
"2668", "Silüet bir nesnenin yalnýzca kenar çizgileriyle ve tek renk olarak beliren görüntüsü.", "bilgi"
"2669", "Sesi bile rahatsýz ediyor.", "þikayet"
"2670", "Onu görmek istemiyorum.", "þikayet"
"2671", "Oksidasyon'un Türkçe karþýlýðý yükseltgenmedir.", "bilgi"
"2672", "Oksidasyon elektronlarýn bir atom ya da molekülden ayrýlmasýný saðlayan kimyasal tepkime", "bilgi"
"2673", "Bonzai gibi bazý maddeler idrar testleriyle analiz edilememektedir.", "bilgi"
"2674", "Tiner bali çakmak gazý ve benzeri gibi maddeleri de idrarda tespit etmek zordur.", "bilgi"
"2675", "Tiner bali çakmak gazý ve benzeri gibi maddeler için karaciðer ve böbrek fonksiyon testleri daha yararlý olabilir.", "bilgi"
"2676", "Ýnternet sorunlu.", "þikayet"
"2677", "Hatlar sorunlu.", "þikayet"
"2678", "Bu iþten sýkýldým.", "þikayet"
"2679", "Uygulanan mobbing can sýkýcý bir hal almaya baþladý.", "þikayet"
"2680", "Bu iþten ayrýlacak duruma geldim.", "þikayet"
"2681", "Ýlgisiz birisi.", "þikayet"
"2682", "Ýlgisizdi.", "þikayet"
"2683", "Bana karþý çok ilgisiz.", "þikayet"
"2684", "Eþim bana karþý çok ilgisiz.", "þikayet"
"2685", "Benimle ilgilenmiyor.", "þikayet"
"2686", "Benimle zaman geçirmiyor.", "þikayet"
"2687", "Bana zaman ayýrmýyor.", "þikayet"
"2688", "Zaman ayýrmýyor.", "þikayet"
"2689", "Zamansýz geliyorlar sevmiyorum bu durumu.", "þikayet"
"2690", "Zamansýz hareket ediyorlar.", "þikayet"
"2691", "Ona önemli þeyler söyledim.", "bilgi"
"2692", "Önemli þeyler konuþtuk.", "bilgi"
"2693", "Ciddi konular konuþtuk.", "bilgi"
"2694", "Ciddi þeyler konuþtuk.", "bilgi"
"2695", "Çocuklar yabancý dilleri daha kolay öðrenir.", "bilgi"
"2696", "Bacaklarda ki kas ölümü zaman zaman þiddetli aðrýlara neden olabilir.", "bilgi"
"2697", "Hekimoðlu dizisi KanalD'de yayýnlanmýþtý.", "bilgi"
"2698", "Nitekim kelimesi TDK'na göre 'gerçekten' anlamý içermektedir.", "bilgi"
"2699", "Türkiye'de COVID-19 döneminde 120 ile 200 santimetre arasýnda deðiþen bir uzaklýktýr.", "bilgi"
"2700", "Bebek anne karnýnda tam anlamýyla bir parazit gibi davranýr.", "bilgi"
"2701", "Ateþ vücudun enfeksiyona karþý verdiði doðal bir tepkidir", "bilgi"
"2702", "C vitamini baðýþýklýk sistemini desteklemeye yardýmcý olabilir", "bilgi"
"2703", "Yüksek tansiyon uzun vadede kalp hastalýklarýna yol açabilir", "bilgi"
"2704", "Astým solunum yollarýnýn kronik iltihaplanmasýdýr", "bilgi"
"2705", "Þeker hastalýðý insülin hormonunun yetersizliðinden kaynaklanýr", "bilgi"
"2706", "Migren genellikle tek taraflý ve zonklayýcý baþ aðrýsýdýr", "bilgi"
"2707", "Antibiyotikler virüs kaynaklý hastalýklarý tedavi etmez", "bilgi"
"2708", "D vitamini eksikliði kemik saðlýðýný olumsuz etkileyebilir", "bilgi"
"2709", "Hipotiroidi metabolizmanýn yavaþlamasýna neden olur", "bilgi"
"2710", "Egzersiz yapmak kalp saðlýðýný olumlu yönde etkiler", "bilgi"
"2711", "Demir eksikliði aneminin en yaygýn nedenidir", "bilgi"
"2712", "Grip aþýsý her yýl yeniden uygulanmalýdýr", "bilgi"
"2713", "Yüksek kolesterol damar sertliðine yol açabilir", "bilgi"
"2714", "Obezite birçok kronik hastalýðýn riskini artýrýr", "bilgi"
"2715", "Ýnsülin kan þekerini hücrelere taþýmakla görevlidir", "bilgi"
"2716", "Tansiyon ilaçlarý düzenli kullanýlmadýðýnda etkili olmayabilir", "bilgi"
"2717", "Zatürre akciðer dokusunun enfeksiyonudur", "bilgi"
"2718", "Alerjik reaksiyonlar baðýþýklýk sisteminin aþýrý cevabýdýr", "bilgi"
"2719", "Romatizma baðýþýklýk sisteminin eklemlere saldýrmasýyla oluþur", "bilgi"
"2720", "Yetersiz uyku baðýþýklýk sistemini zayýflatýr", "bilgi"
"2721", "Soðuk algýnlýðý genellikle rinovirüs kaynaklýdýr", "bilgi"
"2722", "Ýshal vücuttan fazla sývý kaybýna yol açabilir", "bilgi"
"2723", "Egzersiz endorfin salýnýmýný artýrarak ruh halini iyileþtirir", "bilgi"
"2724", "Kansýzlýk baþ dönmesine ve halsizliðe neden olabilir", "bilgi"
"2725", "Tiroid bezi vücudun enerji dengesini düzenler", "bilgi"
"2726", "Bronþit akciðerlerdeki bronþlarýn iltihaplanmasýdýr", "bilgi"
"2727", "Bazý antibiyotikler mide bulantýsýna neden olabilir", "bilgi"
"2728", "Yüksek ateþ çocuklarda havale riskini artýrabilir", "bilgi"
"2729", "Yara iyileþmesi protein alýmýyla hýzlanabilir", "bilgi"
"2730", "Baðýrsak florasý sindirimi ve baðýþýklýðý etkiler", "bilgi"
"2731", "Sedef hastalýðý ciltte pullanma ve kýzarýklýða neden olur", "bilgi"
"2732", "Kanser hücreleri kontrolsüz þekilde bölünür", "bilgi"
"2733", "Bazý virüsler havadan bulaþabilir", "bilgi"
"2734", "Ýnflamasyon vücudun savunma mekanizmasýnýn bir parçasýdýr", "bilgi"
"2735", "Soðuk algýnlýðý genellikle kendiliðinden geçer", "bilgi"
"2736", "Stres baðýþýklýk sistemini olumsuz etkileyebilir", "bilgi"
"2737", "Mide asidi sindirim için gereklidir", "bilgi"
"2738", "Antiseptikler ciltteki mikroplarý öldürmek için kullanýlýr", "bilgi"
"2739", "Aþýrý tuz tüketimi hipertansiyon riskini artýrýr", "bilgi"
"2740", "Grip virüsü damlacýk yoluyla bulaþýr", "bilgi"
"2741", "Sinüzit baþ aðrýsý ve burun týkanýklýðýna yol açar", "bilgi"
"2742", "Uyku apnesi uykuda solunumun duraklamasýdýr", "bilgi"
"2743", "Mide ülseri midede yara oluþmasý durumudur", "bilgi"
"2744", "Hafif egzersizler sýrt aðrýsýný azaltabilir", "bilgi"
"2745", "Yüksek ateþ vücuttaki enfeksiyonun belirtisi olabilir", "bilgi"
"2746", "Soðuk algýnlýðýnda antibiyotik kullanmak gerekmez", "bilgi"
"2747", "Pandemiler dünya çapýnda yaygýn hastalýk durumlarýdýr", "bilgi"
"2748", "Aþýrý þeker tüketimi insülin direncine yol açabilir", "bilgi"
"2749", "Kronik yorgunluk sendromu teþhisi zor bir durumdur", "bilgi"
"2750", "Alerji testi vücudun hangi maddelere duyarlý olduðunu gösterir", "bilgi"
"2751", "Sürekli baþ aðrýsý çekiyorum ve nedeni bulunamýyor", "þikayet"
"2752", "Kullandýðým tansiyon ilacý baþ dönmesi yapýyor", "þikayet"
"2753", "Boðazýmda günlerdir geçmeyen bir yanma hissi var", "þikayet"
"2754", "Ýlaç kullandýðým halde öksürüðüm geçmiyor", "þikayet"
"2755", "Son aylarda aþýrý saç dökülmesi yaþýyorum", "þikayet"
"2756", "Karnýmda þiþlik var ve hiçbir þey yemesem de geçmiyor", "þikayet"
"2757", "Diz aðrým merdiven çýkarken dayanýlmaz hale geliyor", "þikayet"
"2758", "Her sabah uyanýnca sýrtýmda keskin bir aðrý oluyor", "þikayet"
"2759", "Ýþtahsýzlýk ve halsizlik birkaç haftadýr devam ediyor", "þikayet"
"2760", "Ýlaçlarýn yan etkileri yaþam kalitemi ciddi þekilde düþürüyor", "þikayet"
"2761", "Sürekli mide yanmasý yaþýyorum ve artýk yemek yiyemiyorum", "þikayet"
"2762", "Yürüyüþ yaparken nefes nefese kalýyorum", "þikayet"
"2763", "Elimde geçmeyen bir uyuþma var", "þikayet"
"2764", "Her yemek sonrasý midemde rahatsýzlýk hissediyorum", "þikayet"
"2765", "Gece uykularým sýk sýk kesiliyor ve dinlenemiyorum", "þikayet"
"2766", "Kulaðýmda sürekli çýnlama hissi yaþýyorum", "þikayet"
"2767", "Gözümde bulanýklýk var ve okuma yapamýyorum", "þikayet"
"2768", "Kullandýðým ilacýn dozu fazla geldiði için bayýldým", "þikayet"
"2769", "Egzersiz sonrasý kaslarýmda uzun süreli aðrý oluþuyor", "þikayet"
"2770", "Burnum sürekli týkalý ve rahat nefes alamýyorum", "þikayet"
"2771", "Soðuk havalarda eklemlerim daha fazla aðrýyor", "þikayet"
"2772", "Her sabah mide bulantýsýyla uyanýyorum", "þikayet"
"2773", "Uyandýktan sonra saatlerce kendime gelemiyorum", "þikayet"
"2774", "Kullandýðým krem cildimi tahriþ etti", "þikayet"
"2775", "Boðazýmdaki kaþýntý geceleri artýyor", "þikayet"
"2776", "Ayaðýmda sebebi bilinmeyen morluklar oluþuyor", "þikayet"
"2777", "Kolumda geçmeyen bir kas seðirmesi var", "þikayet"
"2778", "Baþ dönmesi yüzünden dýþarý çýkmaya korkuyorum", "þikayet"
"2779", "Kalp atýþlarým zaman zaman çok hýzlanýyor", "þikayet"
"2780", "Nefes alýrken göðsümde batma hissediyorum", "þikayet"
"2781", "Antibiyotik kullanmama raðmen ateþim düþmüyor", "þikayet"
"2782", "Çok sýk idrara çýkýyorum ama enfeksiyon bulunamadý", "þikayet"
"2783", "Gözlerimde sürekli yanma ve sulanma var", "þikayet"
"2784", "Gýrtlaðýmda bir þey takýlýyormuþ gibi hissediyorum", "þikayet"
"2785", "Kullandýðým göz damlasý daha fazla rahatsýzlýk verdi", "þikayet"
"2786", "Dilimin üzerinde geçmeyen bir beyazlýk oluþtu", "þikayet"
"2787", "Ýki haftadýr sýrtýmýn sað tarafýnda yoðun bir aðrý var", "þikayet"
"2788", "Diþ etlerim çok sýk kanýyor", "þikayet"
"2789", "Adet düzensizliði yaþýyorum ve sebebi bulunamýyor", "þikayet"
"2790", "Sürekli üþüme hissi yaþýyorum ve kan testlerim normal", "þikayet"
"2791", "Uyurken nefesim kesiliyor ve panikle uyanýyorum", "þikayet"
"2792", "Cildimde çýkan döküntüler geçmiyor ve kaþýntý yapýyor", "þikayet"
"2793", "Omzumda aðrý nedeniyle kolumu kaldýramýyorum", "þikayet"
"2794", "Yemeklerden sonra midem çok þiþiyor", "þikayet"
"2795", "Kaslarýmda güçsüzlük ve titreme hissediyorum", "þikayet"
"2796", "Ateþim düþtükten sonra tekrar yükseliyor", "þikayet"
"2797", "Baþýmda zonklayýcý bir aðrý var ve ýþýða bakamýyorum", "þikayet"
"2798", "Kulaðýmdaki aðrý çene hareketiyle artýyor", "þikayet"
"2799", "Boynumu hareket ettirince kýtýrtý sesi geliyor", "þikayet"
"2800", "Kullandýðým tansiyon ölçer farklý sonuçlar veriyor", "þikayet"
"2801", "Tansiyon ölçer farklý sonuçlar veriyor.", "þikayet"
"2802", "Hep farklý sonuçlar alýyoruz.", "þikayet"
"2803", "Operatör Doktor Banu Çiftçi bebeklerin anne vücudundaki parazitler olduðunu sitesinde söylemiþtir.", "bilgi"
"2804", "Op. Dr. Banu Çiftçi bebeklerin anne vücudundaki parazitler olduðunu yazmýþtýr.", "bilgi"
"2805", "MNG sistemi hep sorun veriyor", "þikayet"
"2806", "MNG kargo sistemi hep sorunlu.", "þikayet"
"2807", "MNG kargo sistemi sorun veriyor.", "þikayet"
"2808", "Yurtiçi Kargo kargolarý geç teslim ediyor", "þikayet"
"2809", "Kargolarý geç teslim ediyor.", "þikayet"
"2810", "Yurtiçi Kargo geç teslimat yapýyor.", "þikayet"
"2811", "Bir iþyeri açmak için ruhsat gereklidir.", "bilgi"
"2812", "Ýþyeri açmanýn ön koþulu ruhsattýr.", "bilgi"
"2813", "Ýþyeri açmak için ruhsat gereklidir", "bilgi"
"2814", "Ýþyeri açmak için iþyeri ruhsatý gereklidir.", "bilgi"
"2815", "Bir iþyeri açmak için iþyeri ruhsatý gereklidir.", "bilgi"
"2816", "Bir iþyerinde çalýþan personellerin sigortalarýnýn olmasý þarttýr.", "bilgi"
"2817", "Bir iþyerinde personellerin sigortalý olmasý þarttýr.", "bilgi"
"2818", "Ýþyerinde personellerin sigortalý olmasý þarttýr.", "bilgi"
"2819", "Ýþyerinde sigortasýz iþçi çalýþtýrmak kanunlara aykýrýdýr.", "bilgi"
"2820", "Ütü çok birikti.", "þikayet"
"2821", "Her gün yemek yapmaktan sýkýldým.", "þikayet"
"2822", "Çay demlemek için suyu kaynatmak gerekir.", "bilgi"
"2823", "Çok fazla ütülenecek kýyafet var.", "þikayet"
"2824", "Her gün ayný þeyi yapmakta sýkýldým.", "þikayet"
"2825", "Arz talep fiyatlarý belirleyen temel ekonomik þeydir", "bilgi"
"2826", "Arz talep ekonomide ki fiyatlarý belirleyen ekonomik terimdir.", "bilgi"
"2827", "Sýnýrlý kaynaklarla sýnýrsýz ihtiyaçlarý karþýlamaya çalýþtýðýmýz sisteme iktisat denir.", "bilgi"
"2828", "Sýnýrlý kaynaklarý sýnýrsýz ihtiyaçlarý kapatmaya harcanan bu sistemem iktisat denir.", "bilgi"
"2829", "Ýktisat sýnýrlý kaynaklarý sýnýrsýz ihtiyaçlarý karþýlamaya çalýþtýðýmýz sistemdir.", "bilgi"
"2830", "Ýktisat sýnýrlý kaynaklarý sýnýrsýz ihtiyaçlarý kapatmak için harcadýðýmýz sistemdir.", "bilgi"
"2831", "Enflasyonun yüksek olmasý alým gücünü düþürüp yaþam standartlarýný zorlaþtýrýr. Bunu anlamak zor olmamalý.", "þikayet"
"2832", "Ýþsizlik oranýnýn yüksek olmasý toplumda ekonomik güvensizlik oluþturur. Anlamýyor musunuz?", "þikayet"
"2833", "Ekonomik büyüme genellikle üretim kapasitesinde ki artýþla ölçülür.", "bilgi"
"2834", "Ekonomik açýdan büyüme üretim kapasitesinde ki artýþla ölçülür.", "bilgi"
"2835", "Muhasebe iþletmelerin finansal durumunu izlemek ve raporlamak için gelir ve giderleri kaydeder.", "bilgi"
"2836", "Fiyat arttýkça alým gücü azalýr.", "bilgi"
"2837", "Ýktisadi politikalarýn yetersizliðinden dolayý gelir eþitsizliði derinleþiyor.", "þikayet"
"2838", "Fiyatlar çok arttý.", "þikayet"
"2839", "Üretimimiz artmýyor.", "þikayet"
"2840", "Üretim artmadýðýndan ekonomik büyüme yaþamýyoruz.", "þikayet"
"2841", "Siz beni anlamýyorsunuz.", "þikayet"
"2842", "Biz anlaþamýyoruz.", "þikayet"
"2843", "Arz-talep dengesini koruyamýyorsunuz.", "þikayet"
"2844", "Her gün yemek yapmak çok sýkýcý.", "þikayet"
"2845", "Veliler öðretmene fazla müdahale ediyor.", "þikayet"
"2846", "Veliler öðretmenlere fazla müdahale ediyor.", "þikayet"
"2847", "Veliler öðretmenlere müdahale ediyorlar.", "þikayet"
"2848", "Veliler öðretmenlere çok fazla müdahale ediyorlar.", "þikayet"
"2849", "Çocuðunuz dersi dinlemiyor.", "þikayet"
"2850", "Öðrenci dersi dinlemiyor.", "þikayet"
"2851", "Kalabalýk sýnýflar eðitim kalitesini düþürüyor.", "þikayet"
"2852", "Kalabalýk sýnýflar nedeniyle öðretmenlerin öðrencilerle ilgilenemiyor.", "þikayet"
"2853", "Ders öncesinde öðretmen ders planýný hazýrlamalýdýr.", "bilgi"
"2854", "Öðretmenler dersleri için plan hazýrlamalýdýr.", "bilgi"
"2855", "Ders planý hazýrlamalýlar.", "bilgi"
"2856", "Ýþlediði her dersin sonunda sýnýf defterini doldurmalýdýr.", "bilgi"
"2857", "Ýþlenen her derste sýnýf defteri doldurulmalýdýr.", "bilgi"
"2858", "Sýnýf defteri doldurulurken o gün yapýlan dersin içeriði yazýlmalýdýr.", "bilgi"
"2859", "Derse baþlamadan yoklama alýnmalýdýr.", "bilgi"
"2860", "Sýnýf defterleri eksik býrakýlmamalýdýr.", "bilgi"
"2861", "'AC' Alternating Current'ýn kýsaltmasýdýr.", "bilgi"
"2862", "'Alternating Current' alternatif akým demektir.", "bilgi"
"2863", "'DC' Direct Current'ýn kýsaltmasýdýr.", "bilgi"
"2864", "'Direct Current' doðru akým veya sürekli akým olarak çevrilebilir.", "bilgi"
"2865", "Hapþýrmak asla kalbin durmasýna neden olmaz.", "bilgi"
"2866", "Hapþýrmak kan basýncýnda ani düþüþe yol açabilir.", "bilgi"
"2867", "Hapþýrma sýrasýnda bayýlmak hipotansiyon gibi önceden var olan bir durumun göstergesidir.", "bilgi"
"2868", "Hapþýrýldýðýnda bayýlýnýrsa bu hipotansiyon gibi bir rahatsýýzlýk göstergesidir.", "bilgi"
"2869", "Alternatif akým mutfak aletlerini televizyonlarý vantilatörleri ve elektrik lambalarýný duvar prizine taktýklarýnda kullanýlabilir.", "bilgi"
